csv
﻿links,links-href,articles
"A Small Village In Uttar Pradesh Makes A Big Election Pledge","http://www.ndtv.com/india-news/a-small-village-in-uttar-pradesh-makes-a-big-election-pledge-1651110","Chandaur village, Banda district, Uttar Pradesh:                             Almost all the 4,500 residents of Chandaur, a small village in the Bundelkhand region of Uttar Pradesh, are gathered in front of the primary school to discuss the assembly elections in the state, but within minutes it turns into a full-fledged protest. The villagers are angry with the lotus, the hand, the cycle, the elephant and every other symbol that represents a political party. None, they say, have done any work for them. The sitting MLA here, is from the Bahujan Samaj Party.

One by one, villagers take the microphone, their voices filled with anguish and anger at an electoral process which they feel merely exploits their vote. Their message now - Chandaur will not vote.

Anand Kumar, a young daily wager says for years young men in this village have struggled to get an education. When they do get an education, they don't get jobs. Like Shiv Bodhan, who is in his thirties and has a Masters degree in Arts but is unemployed. ""What's the point of our degrees when to get jobs you need to have money to bribe people? Politicians tell us they will focus on the youth but our ears have tired of listening to these lies,"" Bodhan says, adding, ""We don't have a job, they don't have a vote.""

Malkhan Lal, who works on farms and as labour, thrusts a sheaf of papers at us to show how many court cases are pending here. ""We're from a poor village in Bundelkhand, so no judge, no lawyer is interested in us or our cases. Whether it is about land or about the identification required for ration cards, we have been fighting just to get our basic entitlements. Yet each elections, like mules we would go to vote. No more.""

Years of drought have pushed the people of Chandaur into desperate poverty and helplessness. 70-year-old Gujaratiya says she can't vote for people who don't care whether she lives or dies. ""I have two children who are waiting to be married but who can think of marriage when we go hungry for days."" Every election, Gujaratiya says, she ""would obediently go to vote,"" but now believes that ""This democracy is for rich people not us.""

Village pradhan Ramchandar, who is in his fifties, says it is ironic that Chandaur's election boycott has drawn the attention of local politicians and journalists, but its hardships never did. ""I am with my people on this. All 4,500 of us will not vote in these elections,"" he says.

Unlike other villages, which have announced a boycott of elections and later turned up to vote, Ramchandar says, ""It will not happen here.""

(This story has been reported by Meera, Kavita from Khabar Lahariya, written by Radhika Bordia)"
"Samajwadi Party Meets Congress Halfway In Gandhi Turf","http://www.ndtv.com/india-news/samajwadi-party-meets-congress-halfway-in-gandhi-turf-1651519","Lucknow: HighlightsCongress and SP will contest 5 seats each in Amethi and Raebareli
Congress and SP formally announced an alliance for the UP polls on Sunday
Congress will contest 105 of the 403 seats in Uttar Pradesh
                                The Samajwadi Party and the Congress will contest five assembly seats each in Uttar Pradesh's Raebareli and Amethi, which are the respective parliamentary constituencies of Congress president Sonia Gandhi and her son and deputy Rahul Gandhi. The 10 assembly seats in the Gandhi turf were said to have been a key point of disagreement in intense negotiations between the two parties, which formally announced their alliance for the upcoming UP elections on Sunday.

The Samajwadi Party has announced candidates for three of five seats in Raebareli and two of five seats in Amethi. The rest have been allotted to the Congress to contest.

In the 2012 assembly elections, the Samajwadi Party had won seven of the 10 seats whereas the Congress won two. Of the five seats that the Congress will contest this time, it had placed second to the Samajwadi Party in one seat and won two. Now, the Congress is contesting Raebareli for the seats where the independent had won.

The Congress and SP were expected to announce their alliance on Friday but reportedly could not agree on how many, and which, seats would each party contest. Talks, however, broke down when Akhilesh Yadav announced Samajwadi Party candidates for nine seats that the Congress had won in the last elections.

""It was never about Raebareli and Amethi,"" said senior Congress leader Ghulam Nabi Azad on Sunday, insisting that the Congress had not made a prestige point about those seats.

""We wanted a certain number of seats and become part of the alliance with respect. Of the 10 seats now, we have half, they have half,"" he said.

In the alliance announced on Sunday, the Congress will contest 105 seats, up six from the 99 that Akhilesh Yadav had offered on Saturday.

Mr Azad, who is the Congress leader in charge of UP, credited Priyanka Gandhi Vadra, the daughter of party chief Sonia Gandhi for the alliance coming through.

""I want to congratulate Priyanka Gandhiji for her efforts. It's a very difficult thing to form an alliance after years of contesting against each other,"" Mr Azad said.

Another senior leader Ahmed Patel had tweeted on Sunday morning:Ms Vadra had, so far, confined her political activity to her mother and brother's constituencies. In 2012, she had vowed to deliver a perfect 10 in Rae Bareli and Amethi. The Samajwadi Party, however, had upset those plans."
"'Don't Know If Alliance On,' Says Congress After Samajwadi Googly","http://www.ndtv.com/india-news/dont-know-if-alliance-on-says-congress-after-samajwadi-googly-1650924","Lucknow:                             Hours before a formal announcement was expected, an alliance appeared untenable on Friday after the Samajwadi Party named candidates for seven Uttar Pradesh seats that the Congress currently holds and a senior leader of Chief Minister Akhilesh Yadav's party said that it could offer its potential partner only 80 to 85 of UP's 403 assembly seats.

""No alliance at the cost of Congress workers' self-respect,"" said the party's state chief Raj Babbar, refusing to say whether the alliance with the Samajwadi Party is on or not. Mr Babbar was expected to announce the alliance this evening with his Samajwadi Party counterpart Naresh Uttam.

""We are a big party and we cannot compromise on our workers' interest,"" Mr Babbar said.

There has so far been talk of the Samajwadi Party wanting to contest 300 of UP's 403 seats and allotting the rest to the Congress. But the Samajwadi Party's Kiranmoy Nanda today said the Congress should ideally be given no more than 54 seats to contest. ""Other than that we can give them 30-35 seats...First let the alliance happen,"" he said, emphasising that, ""We haven't received anything from the Congress side yet.""

84 to 85 seats, Mr Nanda said, was his party's best offer to the potential ally, whose top leaders had earlier this week said that the Congress will contest the UP elections in partnership with the Samajwadi Party. Only a formal announcement was awaited.

""The Samajwadi Party's key agenda is to defeat the BJP, while the Congress wants to strengthen its position in UP,"" Mr Nanda said. 

There has been speculation that the Samajwadi Party could balance today's seat allotment by giving the Congress more seats to contest in the Rae Bareli and Amethi, the Lok Sabha constituencies of Congress President Sonia Gandhi and her son and deputy Rahul Gandhi, but Mr Nanda ruled that concession out too. The Samajwadi Party, he pointed out, holds seven out 10 assembly seats in that area, and would field winning candidates from there.

The Samajwadi Party has named 191 candidates today for constituencies where elections will be held in the first three phases of the seven-phase UP election. 

The Congress had won 29 seats in the last assembly elections in UP."
"Congress To Contest On 36 Seats In Goa, Leaves 4 For Others","http://www.ndtv.com/india-news/congress-to-contest-on-36-seats-in-goa-leaves-4-for-others-1650370","Panaji:                             The Congress will contest on 36 of the 40 assembly seats in Goa, leaving four for others including a newly-floated political party under a seat-sharing agreement, the party said on Wednesday.

The opposition party said it has not stitched a formal alliance, but has only entered into a seat-sharing pact with Goa Forward, launched a year ago, and others for the February 4 elections.

""This is not an alliance. This is purely a seat-sharing agreement that we are having based on winnability of candidates,"" All India Congress Committee General Secretary Digvijay Singh told PTI.

Under the arrangement, Congress has left two seats - Fatorda and Siolim - for Goa Forward. Vijai Sardesai, the fledgling outfit's mentor, is contesting from Fatorda.

Congress has agreed to let its expelled legislator Atanasio Monserratte, who has floated his own outfit United Goan Party, fight from from the Panaji seat.

Independent legislator Rohan Khaunte will be supported by Congress in the Porvorim constituency.

""We want to defeat the BJP which ran a Government of U turns,"" Mr Singh said, adding that his party is supporting these non-Congress candidates to defeat BJP.

Congress had earlier ruled out aligning with NCP, a former partner which asked for two seats - Benaulim and Vasco.

However, Congress and Goa Forward candidates will face each other in Saligao and Velim segments, where the two parties have no understanding."
"Uttarakhand Elections 2017: Congress Releases Candidate List Of 63 Contestants","http://www.ndtv.com/india-news/uttarakhand-elections-2017-congress-releases-candidate-list-of-63-contestants-1651453","New Delhi:                             Ahead of the Uttarakhand assembly elections, scheduled for February 15, the Congress has released a list of 63 candidates including incumbent Chief Minister Harish Rawat, who will contest from two seats. The decision was taken at a meeting of the party's central election committee, chaired by Congress chief Sonia Gandhi, in New Delhi on January 21.

State ministers Indira Hridyesh, Surendra Singh and Dinesh Aggarwal will contest from Haldwani, Kotdwar and Dharampur constituencies respectively. Other Congress leaders included in the list are Mantri Prasad Naihani, Harish Chandra Durgapal and Goving Singh Kunjwal who have been respectively fielded from Deoprayag, Lalkuwa and Jageshwar.

Chief Minister Harish Rawat has been fielded from Kiccha and Haridwar Rural constituencies.

The Uttarakhand polls will be a direct contest between the BJP and the Congress. According to news agency PTI, both parties are seeking a mandate on the agenda of development. Chief Minister Harish Rawat will also that the BJP-led Centre had dismissed the Congress-led state government till it was restored by the judiciary. The Congress has also roped in political strategist Prashant Kishor, whom Mr Rawat described as 'Chyawanprash', for the Uttarakhand polls.

""Kishor is like Chyawanprash... People resort to such tonics as they age,"" MR Rawat was quoted, by PTI, as saying.

Many senior Congress leaders from the state, including former Chief Minister Vijay Bahuguna, resigned from the party to join the BJP. However, the BJP's decision to field these ex-Congressmen from various constituencies has led to resentment among the senior BJP leaders from the state including Om Gopal Rawat, Asha Nautiyal and Shailendra Singh Rawat.

(with inputs from PTI)"
"Asaram Bapu's Son Narayan Sai, Accused In Rape Case, Seeks Bail To Contest UP Polls","http://www.ndtv.com/india-news/asaram-bapus-son-narayan-sai-accused-in-rape-case-seeks-bail-to-contest-up-polls-1650719","Surat:                             Self-styled godman Asaram's son Narayan Sai, currently jailed in a rape case, on Thursday moved a court in Surat seeking temporary bail to contest assembly elections in Uttar Pradesh beginning next month. Sai moved an application before Additional Sessions Judge PS Gadhvi, stating he could contest on two seats--Sahibabad in Ghaziabad district and Shivpur in Varanasi.

Seeking the relief, he stated that Ojaswi Party, of which he is one of the founders, wants to field candidates in the elections and that he needs to be out of jail to oversee the preparations.

The court kept the matter for hearing on January 21. Sai was arrested for allegedly raping a Surat-based woman disciple of his father between 2002 and 2005. Seven persons, including Sai and his aides were charged under sections of Indian Penal Code for rape, unnatural sex, molestation, wrongful confinement, unlawful assembly, criminal intimidation and criminal conspiracy.

The woman had accused Sai of repeated sexual assault when she was living at Asaram's ashram in Surat.

The victim's elder sister had also made similar allegation against Sai's father Asaram while she was living at an ashram on the outskirts of Ahmedabad between 1997 and 2006.

The two sisters had lodged separate complaints against Sai and Asaram for allegedly raping them.

He was arrested near the Delhi-Haryana border in December 2013 after evading law for two months following registration of the case against him.

Sai has been lodged at Lajpore Central Jail in Surat since December 2013.

Asaram is also facing trial in rape cases and lodged in a jail in Jodhpur."
"After Delhi And Bihar, BJP To Get Third 'Talaq' In UP: Sitaram Yechury","http://www.ndtv.com/india-news/after-delhi-and-bihar-bjp-to-get-third-talaq-in-up-sitaram-yechury-1651503","Hyderabad:                             CPI(M) general secretary Sitaram Yechury Sunday claimed that the BJP will taste another electoral defeat in the upcoming Uttar Pradesh Assembly polls. Mocking at Prime Minister Narendra Modi, he said the voters of Delhi and Bihar had already given ""talaq"" to the saffron party and it was going to get the same ""message"" for the third time from the voters of Uttar Pradesh.

""They are opposing triple talaq. BJP has already been given talaq twice in the Delhi and Bihar polls. Modi is going to get the third one from the people of Uttar Pradesh in the ensuing Assembly election. And finally, they will be ousted by the people in the 2019 general election,"" Mr Yechury told a meeting organised by the Dalit Hakkula Sadhana Samiti in Hyderabad.

 He accused the Centre of ""unleashing a financial emergency"" in the name of demonetisation and claimed that the move was expected to have a bearing on the country's economic growth.

Meanwhile, CPI general secretary Suravaram Sudhakar Reddy said the NDA government did not take any step to arrest the likes of Lalit Modi and Vijay Mallya, while BJP leader Gali Janardhan Reddy was not arrested, in spite of spending a huge amount on his daughter's wedding after the currency ban.

BR Ambedkar's grandson and former MP Prakash Ambedkar alleged that a major chunk of black money was deposited in the banks before November 8, the day PM Modi announced ban on 500 and 1,000-rupee notes."
"Arun Jaitley Skips Bengal Business Summit, Mamata Banerjee Talks Notes Ban","http://www.ndtv.com/india-news/arun-jaitley-skips-bengal-business-summit-mamata-banerjee-talks-notes-ban-1651115","Kolkata:                             Last time the biggest guests at Mamata Banerjee's Bengal Global Business Summit were four from ministers from the Narendra Modi government. Assembly Elections were just four months away, but Arun Jaitley, Nitin Gadkari, Suresh Prabhu, Piyush Goel promised Bengal a bonanza.

This time, Finance Minister Arun Jaitley did not attend the summit, even though his name was number four on the invitation card to the opening session, after President Pranab Mukherjee, Governor Kesari Nath Tripathi and Mamata Banerjee, Chief Minister of West Bengal.

Given the head-on confrontation between Mamata Banerjee and PM Narendra Modi on demonetisation, no one is surprised at the turn of events.

However, the star of the show, President Pranab Mukherjee fully backed his host's bid to woo business to Bengal and sent out a message to her and to the missing guest, Arun Jaitley.

""When I was sent the invitation to attend the meet, I thought whether it will be proper to do that as President of the republic. But I felt that as India has cooperative federalism, it lays on the strength of every state. India's strength lies in cooperative federalism especially when it comes to economic development,"" he said.

Business delegations came in from 29 countries, 350 of them from Germany, South Korea, Poland and from across India.

""As businessmen I am disappointed. Last year Mr Jaitley had said India's progress depends on the states progress all together,"" said Rajeev Kaul, NICCO chairman.

Ex CII Chief (East) Ambareesh Dasgupta added ""We are focusing on those who came and not those you could not. Mr Jaitley must have had his reasons. ""

""We are facing hardship because of demonetisation and remonetisation. Come to Bengal. We are giving relief to industry,"" said Ms Banerjee.

Another little bump was a wildcat protest outside the venue on Bhangar, where two people were shot dead on Tuesday during protests over alleged land grab.

The state government has staunchly denied that the clash was over land-grab. There were barely a hundred people at the protest, but due to the emotive issue, the chief minister was not pleased. But the state BJP was, not just about the Bhangar protest by the Left but also because they had urged party top brass to skip the summit. And they had been heard."
"Arvind Kejriwal Censured By Election Commission For Bribe Remarks At Goa Rally","http://www.ndtv.com/india-news/arvind-kejriwal-censured-by-election-commission-for-bribe-remarks-at-goa-rally-1651224","New Delhi: HighlightsElection Commission asks Arvind Kejriwal to explain his Goa rally remarks
Says prima facie Mr Kejriwal's remarks violate Model Code of Conduct
Mr Kejriwal told voters to take money from other parties but vote for AAP
                                Delhi Chief Minister and Aam Aadmi Party chief Arvind Kejriwal has been censured by the Election Commission today for saying that voters in Goa should accept money from the BJP and the Congress but cast their ballot for the AAP. Earlier this month, addressing an election rally in Goa's Benaulim, Mr Kejriwal had said, ""If Congress or BJP candidates offer money, do not refuse it. Accept it as your own money. But when it comes to voting, press the button against the name of the AAP candidate.""

Mr Kejriwal, calling the Election Commission order wrong, said he will challenge it in court. ""EC order agnst me completely wrong. Lower court gave order in my favor. EC ignored court's order. Will challenge EC's latest order in court (sic),"" Mr Kejriwal tweeted in his defence.

The Election Commission, which had sent a notice to Mr Kejriwal earlier this week, had said that, prima facie, it is of the opinion that Mr Kejriwal's statements at the rally violated the Model Code of Conduct which came into force in Goa on January 4. It said that the Delhi Chief Minister's statement amounts to ""abetting and promoting electoral offence of bribery"". It further said that strict action will be taken should Mr Kejriwal fail to respond by the afternoon of January 19.

The Congress had taken offence to Mr Kejriwal's comments and had demanded the Election Commission to take action.

""Kejriwal's appeal to the people to take money from all political parties and vote for AAP is a clear case of inducing people to be corrupt. This is an insult to the sensitive voters from Goa,"" Congress spokesperson Trajano D'Mello had said.

The Aam Aadmi Party has fielded former Inspector General of Prisons Elvis Gomes as their Chief Ministerial candidate in Goa, which goes to polls on February 4."
"Budget On February 1, No Delay, Says Supreme Court","http://www.ndtv.com/india-news/budget-cleared-for-feb-1-by-top-court-rules-against-delaying-it-to-after-state-elections-1651718","New Delhi: HighlightsBudget not to be moved from Feb 1 to after state polls: Supreme Court
Petitioner said centre could sway voters with populist moves before polls
Governments not allowed to make populist move to sway voters before polls
                                The government's annual budget will not be moved from February 1 to after the elections in states like Uttar Pradesh, the Supreme Court ruled today.

The petitioner, an advocate named ML Sharma, had argued that the centre could seek to influence the outcome of the polls with populist spending promises. Election rules do not allow governments to offer giveaways or make any announcements that could skew voters towards the party in power at the centre or in states.

But the court today said that the union budget has ""nothing to do with states "" and stressed that elections in states are held so often that they cannot impede the work of the centre. ""Throughout the year, there may be elections in different states, so should the centre  not present the budget?"" judges asked.

 The Finance Ministry began printing the budget documents last week.

Prime Minister Narendra Modi's government announced last autumn that it would deliver its budget a month earlier than usual for the 2017/18 financial year. The budget session of parliament will start on January 31 when the government is expected to present the Economic Survey, which sets the scene for Finance Minister Arun Jaitley's fourth annual budget.

The cabinet decided last September to merge the railway budget with the annual budget, ending a nearly century-long practice. It also advanced the date of the general budget, usually the last working day in February, to ensure proposals take effect from April 1.

The five state elections begin on February 4 in  Punjab and Goa on February 4, followed by Uttarakhand, Uttar Pradesh (which votes on seven days)  and Manipur. Results for all will be announced on March 11."
"Unhappy Over Election Seats, Congress Workers Vandalise Party Office In Uttarakhand","http://www.ndtv.com/india-news/unhappy-over-election-seats-congress-workers-vandalise-party-office-in-uttarakhand-1651522","Dehradun/New Delhi:                             Congress party office in Dehradun was vandalised by party workers who were unhappy over the ticket distribution for the assembly elections in Uttarakhand. The workers threw chairs, broke furniture, tore off posters. Some workers also raised slogans against Chief Minister Harish Rawat.

The Congress has released a list of 63 candidates for the polls scheduled for February 15. Mr Rawat will contest from two seats: Hardwar Rural and Kichha.

 Most outgoing legislators have been repeated by the Congress. State ministers Indira Hridyesh, Surendra Singh and Dinesh Aggarwal will contest from Haldwani, Kotdwar and Dharampur constituencies respectively. Other Congress leaders who made the cut were Mantri Prasad Naihani, Harish Chandra Durgapal and Goving Singh Kunjwal who have been respectively fielded from Deoprayag, Lalkuwa and Jageshwar.

Suryakant Dhasmana, who was acquitted by the CBI court in 2012 in connection with killing one person and injuring two persons during the Uttarakhand movement, has been fielded from Dehradun Cantt. 

State Congress chief Kishore Upadhyay will contest from Sahaspur.

Mr Rawat tried to play down the controversy, saying some ticket hopefuls were unhappy they had not been fielded by the party.

The Congress has also roped in political strategist Prashant Kishor for the elections. ""Kishor is like Chyawanprash... People resort to such tonics as they age,"" MR Rawat was quoted, by PTI, as saying.

A 70-member Uttarakhand assembly will be elected on February 15.

(with inputs from PTI and IANS)"
"Manohar Parrikar Acting As Self-Defence Minister Of Goa: Congress' Digvijaya Singh","http://www.ndtv.com/india-news/manohar-parrikar-acting-as-self-defence-minister-of-goa-congress-digvijaya-singh-1651304","Panaji:                             Ahead of the Goa assembly elections, scheduled for February 4, senior Congress lawmaker Digvijaya Singh took a dig at former Chief Minister Manohar Parrikar and said that he is acting as ""self-defence minister"" of Goa as his ""prestige"" is at stake. Mr Singh is camping in Goa to oversee the Congress' campaign for the Goa elections.

""This whole election has now become extremely important for Manohar Parrikar. He is fighting Goa polls as his own election, making it a prestige issue for himself,"" the veteran Congress leader told reporters in Goa.

""Parrikar is now not acting as the Defence Minister of India, but as self-defence minister of Goa,"" the Rajya Sabha member further jibed and further claimed that Mr Parrikar's credibility within the BJP is on the line.

Referring to the Goa Suraksha Manch (GSM) formed by rebel RSS member Subhash Velingkar, Mr Singh said, ""RSS has openly come out against this government and are out to defeat Parrikar-led BJP in Goa.""

Digvijaya Singh also took on the Arvind Kejriwal-led Aam Aadmi Party, which has projected former Inspector General of Prisons Elvis Gomes as their chief ministerial candidate.

""You can see the performance of the inexperienced MLAs and ministers in Delhi, where more than 50 AAP MLAs are charged with corruption, forgery and others,"" he claimed.

On January 19, the Congress party had stated that it would contest 36 of the 40 constituencies in the upcoming Goa elections. The remaining four will be left for other parties. ""This is not an alliance. This is purely a seat-sharing agreement that we are having based on winnability of candidates,"" Mr Singh had, then, said.

(with inputs from PTI)"
"Samajwadi Tie-Up Wobbles, Congress Says Will 'Talk to Akhilesh Yadav'","http://www.ndtv.com/india-news/as-akhilesh-yadav-tie-up-wobbles-priyanka-and-rahul-gandhi-lead-sos-meet-1650957","New Delhi: HighlightsAkhilesh Yadav's list of candidates leaves Congress upset
He has given 9 seats held by Congress to his own candidates
Congress meets to review proposed alliance with Akhilesh Yadav
                                The Congress has said it is ""unfortunate"" that the Samajwadi Party has announced candidates for nine assembly seats that the Congress holds and admitted it has called their proposed partnership for the Uttar Pradesh elections into question. The party said senior leader Guhlam Nabi Azad would talk to Uttar Pradesh Chief Minister Akhilesh Yadav now.  

""I will be able to talk about the SP alliance once Ghulam Nabi meets Akhilesh Yadav, said Congress spokesperson Ajay Maken, adding, ""We have said that this alliance was concluded earlier with Akhilesh Yadav. Now we will call him again. It's unfortunate that seats of nine sitting MLA s are being taken away... any agreement should be honoured.""

Mr Maken's comments came after top Congress leaders held emergency meetings in Delhi to discuss whether and how to salvage the partnership with Akhilesh Yadav, that, both parties have for days declared as almost finalised. While Rahul Gandhi, Congress Vice President met his sister Priyanka at his home, other senior party leaders held a separate meeting.

Akhilesh Yadav scripted a major plot twist earlier today when he released a list of Samajwadi Party candidates for 191 seats, including seven currently held by Congress legislators. In another list of 18 that he released later, two Congress seats were listed.

Naturally, the Congress would like to retain those constituencies among the share that it would get as part of an alliance. But Akhilesh Yadav, who is seeking re-election as Chief Minister, is, according to sources, putting the squeeze on the Congress, which, without his partnership, stands far removed from the contest for the key state of Uttar Pradesh, with a stack of electoral defeats both in the last state election in 2012 and the general election two years later.

Akhilesh Yadav's Samajwadi Party has said that of the 403 seats in Uttar Pradesh, it wants its own nominees to contest more than 300. The Congress should ideally get 54 seats, said SP leader Kiranmoy Nanda today, adding ""another 30 to 35"" at the most - which would give the Congress about 80 or 85 as opposed to the 100 it wants.

The last 48 hours have proved rough for what was being billed as the Grand Alliance or Maha Gathbandhan of Uttar Pradesh, a grouping of non-BJP parties modelled on the coalition that won Bihar in 2015. Ajit Singh and his Rashtriya Lok Dal or RLD, a party with a strong grip on the Jats, especially in Western Uttar Pradesh (which votes ahead of other parts), have decided against teaming with the Congress and Akhilesh Yadav, again because of smaller share of seats than desired.  

No sweat, retorted the Samajwadi Party, stressing that any association with the RLD could damage its standing among loyal Muslim supporters in Western UP, who are wary of Jats after the communal riots of 2013 which left nearly 60 people dead and several thousands homeless."
"250 Candidates In Fray For 40 Seats In Goa Polls","http://www.ndtv.com/goa-news/250-candidates-in-fray-for-40-seats-in-goa-polls-1651400","Panaji:                             A total 250 candidates are in fray for the upcoming Goa Assembly elections, following the scrutiny and withdrawal of nominations.

Of the 250 candidates to contest the February 4 polls for the state's 40 constituencies, 131 are from South Goa and 119 from North Goa, as per the data available with Chief Electoral Officer.

The 2012 state polls were contested by 202 candidates. There are no straight fights in any of the constituencies. The Calangute seat is expected to witness a three-corner contest among BJP, Congress and AAP.

The BJP has fielded its candidates on 36 seats and is also supporting Independent nominees in two constituencies.

The Congress is contesting on 37 seats, NCP on 16 and the MGP-GSM-Shiv Sena alliance has fielded 26 candidates.

There are two candidates from United Goans party, three from Goa Suraj Party and four from Goa Vikas party. The Aam Aadmi Party has fielded the maximum candidates -  in 39 constituencies.

The Velim seat in South Goa has maximum 12 candidates in fray, followed by 10 each in Cortalim and St Andre.

There are nine candidates each in fray from St Cruz and Dabolim, and eight each in Pernem, Siolim, Mayem, Sanguem and Vasco seats. Besides, Mandrem, Mapusa, Panjim, Sankhlim, Benaulim, Navelim and Cuncolim constituencies have seven candidates each.

A total of 11.08 lakh voters are expected to exercise their franchise at 1,649 polling stations.

The EVMs along with Voter-Verified Paper Audit Trail (VVPAT) would be used to cast votes. 

(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)"
"BJP Releases List Of 31 Candidates For Manipur Polls","http://www.ndtv.com/india-news/bjp-releases-list-of-31-candidates-for-manipur-polls-1651746","New Delhi:                             The BJP on Monday released its first list of 31 candidates for the Manipur assembly elections on March 4 and March 8.

The candidates were finalised by the Central Election Committee at a meeting presided over by party President Amit Shah. Prime Minister Narendra Modi and senior cabinet ministers also attended the meeting.

The Bharatiya Janata Party (BJP) has fielded N. Biren Singh from Heingang assembly seat, L. Susindro Meitei from Khurai, Thakur Biswajit Singh from Thongju, L. Rameshwar Meitei from Keirao, Nimaichand Luwang from Andro and Ibomcha Singh from Lamlai.

Candidates have also been announced for Sagolband, Keisamthong, Yaiskul, Wangkhei, Knothoujam, Patsoi, Langthabal, Wangoi, Mayang Imphal, Nambol, Oinam, Moirang, Thanga, Kumbi, Lilong, Thoubal, Wangkhem, Heirok, Wanging Tentha, Khangabok, Wabgai, Hiyanglam, SugnooTadubi (ST) and Tamei (ST) assembly seats. 

The Manipur polls for the 60-member house will be held in two phases. Counting of votes will take place on March 11. 

In the first phase of the 11th state assembly election, a total of 38 assembly segments will go to the polls.

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
﻿link,link-href,article
"BJP Leader Asks Election Commission To Bar Mayawati's Party From Polls","http://www.ndtv.com/india-news/bjp-leader-asks-election-commission-to-bar-mayawatis-party-from-polls-1646952","Lucknow:                             A BJP leader has moved the Election Commission against BSP chief Mayawati accusing her of seeking votes in the name of caste and demanded that her party be debarred from contesting elections.
   
BJP's UP executive member Neeraj Shankar Saxena moved a petition against Mayawati on Saturday demanding that her party be debarred from contesting polls and filing of FIR against her for ""flouting"" Supreme Court directives.
    
""Mayawati during her press conference on December 24 and January 3 presented caste-wise details of ticket distribution clearly stating that her party has given tickets to how many Muslims, backwards, SCs and others,"" Mr Saxena told PTI.
    
Besides, her party men are distributing booklets titled ""Muslim samaj ka sachcha hitaishi kaun-faisla aap karein"" in all the constituencies, he claimed, adding this too was against the Supreme Court directives that votes cannot be sought on the basis of caste, community or language.
    
On January 3, Mayawati had said in a press conference that of the 403 seats, 85 are reserved for the SCs and 87 tickets have been given to Dalits, 97 to Muslims, 106 to OBCs, 66 to Brahmins, 36 to Kshetriyas and 11 to Kayasthas, Vaishyas and Punjabis.
    
The Supreme Court in its ruling last week had said religion and caste cannot be used to seek votes and made it clear that religion has no role in the electoral process and that it is just a secular activity."
"Arvind Kejriwal In Punjab's Malwa To Unite Factions, Reach Out To Voters","http://www.ndtv.com/india-news/arvind-kejriwal-in-punjabs-malwa-to-unite-factions-reach-out-to-voters-1648293","Patiala:                             The Aam Aadmi Party's campaign in Punjab is full swing with party chief Arvind Kejriwal on a 5-day tour of the Malwa region. Despite having a model in next-door Delhi, where the party swept the assembly polls in 2015, the AAP chief his task cut out: In face of severe factionalism, he has to unite the party cadre, hold public meetings with local candidates and reach out to the voters.

The Akali-BJP combine is facing anti-incumbency after two consecutive tenures, and corruption and drug menace are key election issues. In that backdrop, AAP has a clean image and first-time candidates.

Its candidate for Nabha seat, Dev Maan, is the son of a man who owns a small cycle repair shop.
 
The Congress's sitting legislator -- four-time winner Sadho Singh Dharamsood - is carrying out a high-profile campaign with a cavalcade of cars.  

Dev, 44, is on foot. Much like AAP's election model in Delhi, he is going door-to-door. On their lips of his supporters is the party's latest campaign song: ""Ghaaru wala button dabado... Badal ko bhagado (press the button with the broom on it, get rid of the (state's ruling family) the Badals"".

""People are fed up. They have lost hope and want change. We will show them how without money and without bribes, elections can be won,"" said Dev's 80-yr-old father Lal Singh, who earns barely Rs. 4,000 per month.

Battling poverty through the years, the family has managed to send one son abroad. The other, they hope, will change things for the better -- for everyone.

""There are no jobs... I have spent my life with these repair parts, kids have no option but to be drawn to drugs,"" says Lal Singh.

It is people like him who are standing in Arvind Kejriwal's rallies, shouting and cheering, hoping for a change. Mr Kejriwal's Delhi model enthralls them. The Delhi Chief Minister plays along - with his strongest card.

""I am told the Captain (state Congress chief Amarinder Singh, who is from Patiala) hasn't opened a single new school or college in Patiala... AAP in Delhi has advanced government school to the degree that people prefer public over private schools now,"" he says.

While AAP campaign in Delhi was crafted around the educated urban voter, here he has promises for the rural folk. ""We waived off all farmer loans in Delhi. We will do the same for you,"" he adds.  

The Congress is fighting back, tagging Mr Kejriwal an outsider. Some agree.

""I haven't decided, everyone makes promises before elections that are difficult to trust,"" said one of the locals."
"Congress' Digambar Kamat First To File Nomination For Goa Polls","http://www.ndtv.com/goa-news/congress-digambar-kamat-first-to-file-nomination-for-goa-polls-1648177","Panaji:                             Former Goa Chief Minister and Congress leader Digambar Kamat today became the first candidate to file his nomination papers for the February 4 Assembly elections in the State.

The sitting MLA from Margao submitted papers to election officials on the second day of filing nominations. On the first day, no nomination was received.

The former Chief Minister walked to the election office soon after Congress in New Delhi released a list of 27 candidates, which included his name along with those of five other sitting legislators.

""I am not worried. Let there be any number of candidates contesting against me. Margao voters have always given me their support and love,"" Mr Kamat told reporters after coming out of the election office.

Ruling BJP has fielded Sharmad Pai Raiturcar from Margao, the commercial hub of Goa located some 35km from Panaji.

The former Chief Minister had been representing this Assembly segment since 1994 - first on BJP ticket (till 2005) and later as the Congress MLA. He was the Congress Chief Minister between 2007-2012.

The 62-year-old Congress leader said BJP, during its five-year rule, neglected Margao. ""My election plank would be development of the constituency,"" he said."
